ID	sample_type	Area	ion	date	day	CO2_ppm	mass_C	exp_period	C_rate	cum_C
blank7	Unknown	84990	mz44	151114	-2	4631.8913773264	NA	pre-incubation	NA	NA
blank8	Unknown	83269	mz44	151114	-2	4521.50287303522	NA	pre-incubation	NA	NA
blank9	Unknown	82289	mz44	151114	-2	4458.64364339818	NA	pre-incubation	NA	NA
blank10	Unknown	81212	mz44	151114	-2	4389.56263286849	NA	pre-incubation	NA	NA
blank11	Unknown	80468	mz44	151114	-2	4341.84093200118	NA	pre-incubation	NA	NA
blank12	Unknown	78915	mz44	151114	-2	4242.22829564778	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_altSept1	Unknown	88571	mz44	151114	-2	4861.58413378584	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_usedSept1	Unknown	183979	mz44	151114	-2	10981.2508493074	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_regSept1	Unknown	170106	mz44	151114	-2	10091.4078975169	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_altSept2	Unknown	84906	mz44	151114	-2	4626.50344335751	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_usedSept2	Unknown	166043	mz44	151114	-2	9830.79866280736	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_regSept2	Unknown	139357	mz44	151114	-2	8119.10335454801	NA	pre-incubation	NA	NA
std_1perc_0.0ml	Standard	89	mz45	151114	-2	0	NA	pre-incubation	NA	NA
std_1perc_2.0ml	Standard	302	mz45	151114	-2	13.6622611353984	NA	pre-incubation	NA	NA
std_1perc_4.0ml	Standard	822	mz45	151114	-2	47.0161380856667	NA	pre-incubation	NA	NA
std_5perc_2.0ml	Standard	1344	mz45	151114	-2	80.4982991780515	NA	pre-incubation	NA	NA
std_5perc_4.0ml	Standard	3998	mz45	151114	-2	250.731355766536	NA	pre-incubation	NA	NA
std_5perc_8.0ml	Standard	6348	mz45	151114	-2	401.465222753326	NA	pre-incubation	NA	NA
std_100perc_0.8ml	Standard	165	mz45	151114	-2	4.87479740042383	NA	pre-incubation	NA	NA
air_control	Unknown	199	mz45	151114	-2	7.05562781640292	NA	pre-incubation	NA	NA
MR.A.H2O-Con.D30.R1	Unknown	625	mz45	151114	-2	34.3801500871997	0.00455737884114636	pre-incubation	9.49453925238825e-05	0.00455737884114636
MR.F.H2O-Con.D30.R1	Unknown	1429	mz45	151114	-2	85.9503752179992	0.0114569793357815	pre-incubation	0.000238687069495448	0.0114569793357815
MR.M.H2O-Con.D30.R1	Unknown	1565	mz45	151114	-2	94.6736968819155	0.012526470197937	pre-incubation	0.000260968129123688	0.012526470197937
MR.A.12C-Con.D30.R1	Unknown	612	mz45	151114	-2	33.546303163443	0.00446337642289212	pre-incubation	9.29870088102525e-05	0.0133495699348708
MR.F.12C-Con.D30.R1	Unknown	1437	mz45	151114	-2	86.4635117864648	0.0113762523094798	pre-incubation	0.000237005256447495	0.0393566610977902
MR.M.12C-Con.D30.R1	Unknown	1633	mz45	151114	-2	99.0353577138737	0.0131035704509585	pre-incubation	0.000272991051061635	0.0426227433500501
MR.A.13C-Cel.D30.R1	Unknown	596	mz45	151114	-2	32.5200300265116	0.00435888012338018	pre-incubation	9.08100025704204e-05	0.00435888012338018
MR.F.13C-Cel.D30.R1	Unknown	1457	mz45	151114	-2	87.746353207629	0.0110694011069202	pre-incubation	0.000230612523060838	0.0110694011069202
MR.M.13C-Cel.D30.R1	Unknown	1513	mz45	151114	-2	91.3383091868887	0.012062653289577	pre-incubation	0.000251305276866187	0.012062653289577
MR.A.13C-Xyl.D14.R1	Unknown	608	mz45	151114	-2	33.2897348792101	0.00444564429221269	pre-incubation	9.26175894210977e-05	0.00444564429221269
MR.F.13C-Xyl.D14.R1	Unknown	1492	mz45	151114	-2	89.9913256946663	0.011219571076364	pre-incubation	0.000233741064090917	0.011219571076364
MR.M.13C-Xyl.D14.R1	Unknown	1686	mz45	151114	-2	102.434887479959	0.0131243053488653	pre-incubation	0.00027342302810136	0.0131243053488653
MR.A.13C-Ami.D14.R1	Unknown	654	mz45	151114	-2	36.2402701478877	0.00453607499787018	pre-incubation	9.45015624556288e-05	0.00453607499787018
MR.F.13C-Ami.D14.R1	Unknown	1321	mz45	151114	-2	79.0230315437127	0.0105141104263921	pre-incubation	0.000219043967216503	0.0105141104263921
MR.M.13C-Ami.D14.R1	Unknown	1573	mz45	151114	-2	95.1868334503812	0.0126647239226996	pre-incubation	0.000263848415056242	0.0126647239226996
MR.A.13C-Van.D30.R1	Unknown	587	mz45	151114	-2	31.9427513869877	0.00425002190936955	pre-incubation	8.85421231118656e-05	0.00425002190936955
MR.F.13C-Van.D30.R1	Unknown	1387	mz45	151114	-2	83.2564082335544	0.0110773663420917	pre-incubation	0.000230778465460244	0.0110773663420917
MR.M.13C-Van.D30.R1	Unknown	1476	mz45	151114	-2	88.9650525577349	0.0119245892132708	pre-incubation	0.000248428941943142	0.0119245892132708
MR.A.13C-Pal.D30.R1	Unknown	662	mz45	151114	-2	36.7534067163534	0.00481763973956781	pre-incubation	0.000100367494574329	0.00481763973956781
MR.F.13C-Pal.D30.R1	Unknown	1365	mz45	151114	-2	81.8452826702738	0.0109299462752666	pre-incubation	0.000227707214068055	0.0109299462752666
MR.M.13C-Pal.D30.R1	Unknown	1558	mz45	151114	-2	94.224702384508	0.0128153047971324	pre-incubation	0.000266985516606926	0.0128153047971324
blank1	Unknown	2367	mz45	151114	-2	146.115637870599	NA	pre-incubation	NA	NA
blank2	Unknown	2217	mz45	151114	-2	136.494327211867	NA	pre-incubation	NA	NA
blank3	Unknown	2065	mz45	151114	-2	126.74473241102	NA	pre-incubation	NA	NA
blank4	Unknown	1872	mz45	151114	-2	114.365312696785	NA	pre-incubation	NA	NA
blank5	Unknown	1682	mz45	151114	-2	102.178319195726	NA	pre-incubation	NA	NA
blank6	Unknown	1599	mz45	151114	-2	96.8545272978946	NA	pre-incubation	NA	NA
blank7	Unknown	1552	mz45	151114	-2	93.8398499581588	NA	pre-incubation	NA	NA
blank8	Unknown	1572	mz45	151114	-2	95.1226913793229	NA	pre-incubation	NA	NA
blank9	Unknown	1486	mz45	151114	-2	89.606473268317	NA	pre-incubation	NA	NA
blank10	Unknown	1418	mz45	151114	-2	85.2448124363589	NA	pre-incubation	NA	NA
blank11	Unknown	1280	mz45	151114	-2	76.3932066303261	NA	pre-incubation	NA	NA
blank12	Unknown	1238	mz45	151114	-2	73.6992396458814	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_altSept1	Unknown	1106	mz45	151114	-2	65.2324862661979	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_usedSept1	Unknown	2086	mz45	151114	-2	128.091715903242	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_regSept1	Unknown	2057	mz45	151114	-2	126.231595842554	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_altSept2	Unknown	944	mz45	151114	-2	54.8414707547681	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_usedSept2	Unknown	1996	mz45	151114	-2	122.318929508003	NA	pre-incubation	NA	NA
unk_5perc_2.0ml_regSept2	Unknown	1693	mz45	151114	-2	102.883881977366	NA	pre-incubation	NA	NA
std_1perc_0.0ml	Standard	17536	mz44	151116	0	0	NA	experimental	NA	NA
std_1perc_2.0ml	Standard	31080	mz44	151116	0	649.983776193549	NA	experimental	NA	NA
std_1perc_4.0ml	Standard	71575	mz44	151116	0	2593.3604017811	NA	experimental	NA	NA
std_5perc_2.0ml	Standard	131788	mz44	151116	0	5483.01435304677	NA	experimental	NA	NA
std_5perc_4.0ml	Standard	358224	mz44	151116	0	16349.7986373175	NA	experimental	NA	NA
std_5perc_8.0ml	Standard	763544	mz44	151116	0	35801.3213903276	NA	experimental	NA	NA
std_100perc_0.8ml	Standard	1159935	mz44	151116	0	54824.3366759993	NA	experimental	NA	NA
air_control	Unknown	26369	mz44	151116	0	423.900376190019	NA	experimental	NA	NA
MR.A.H2O-Con.D30.R1	Unknown	50619	mz44	151116	0	1587.67079650112	0.210459153794507	experimental	0.00438456570405224	0.210459153794507
MR.F.H2O-Con.D30.R1	Unknown	120853	mz44	151116	0	4958.23787691885	0.660921243841789	experimental	0.0137691925800373	0.660921243841789
MR.M.H2O-Con.D30.R1	Unknown	136858	mz44	151116	0	5726.32635432418	0.75766193550645	experimental	0.0157846236563844	0.75766193550645
MR.A.12C-Con.D30.R1	Unknown	38224	mz44	151116	0	992.82814249056	0.132096991480278	experimental	0.00275202065583912	0.132096991480278
MR.F.12C-Con.D30.R1	Unknown	120227	mz44	151116	0	4928.19580338835	0.648416860840964	experimental	0.0135086846008534	0.648416860840964
MR.M.12C-Con.D30.R1	Unknown	126871	mz44	151116	0	5247.04490328719	0.694247227825529	experimental	0.0144634839130319	0.694247227825529
MR.A.13C-Cel.D30.R1	Unknown	33339	mz44	151116	0	758.394389780468	0.101652742282284	experimental	0.00211776546421425	0.101652742282284
